===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,SmaCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
124,,124,2020-06-29 00:00:00,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,130646000.0,,SmaCross,124,737605.0,Broker,124,10000.0,10000.0,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,,125,2020-06-30 00:00:00,90.0199966430664,91.49500274658203,90.0,91.19999694824219,140223200.0,,SmaCross,125,737606.0,Broker,125,10000.0,10000.0,BuySell,125,,,Trades - Net Profit/Loss,125,,
126,,126,2020-07-01 00:00:00,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,110737200.0,,SmaCross,126,737607.0,Broker,126,10000.0,10000.0,BuySell,126,,,Trades - Net Profit/Loss,126,,
127,,127,2020-07-02 00:00:00,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,114041600.0,,SmaCross,127,737608.0,Broker,127,10000.0,10000.0,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,,128,2020-07-06 00:00:00,92.5,93.94499969482422,92.46749877929688,93.4625015258789,118655600.0,,SmaCross,128,737612.0,Broker,128,10000.0,10000.0,BuySell,128,,,Trades - Net Profit/Loss,128,,
129,,129,2020-07-07 00:00:00,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,112424400.0,,SmaCross,129,737613.0,Broker,129,10000.0,10000.0,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,,130,2020-07-08 00:00:00,94.18000030517578,95.375,94.08999633789062,95.34249877929688,117092000.0,,SmaCross,130,737614.0,Broker,130,10000.0,10000.0,BuySell,130,,,Trades - Net Profit/Loss,130,,
131,,131,2020-07-09 00:00:00,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,125642800.0,,SmaCross,131,737615.0,Broker,131,10000.0,10000.0,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,,132,2020-07-10 00:00:00,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,90257200.0,,SmaCross,132,737616.0,Broker,132,10000.0,10000.0,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,,133,2020-07-13 00:00:00,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,191649200.0,,SmaCross,133,737619.0,Broker,133,10000.0,10000.0,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,,134,2020-07-14 00:00:00,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,170989200.0,,SmaCross,134,737620.0,Broker,134,10000.0,10000.0,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,,135,2020-07-15 00:00:00,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,153198000.0,,SmaCross,135,737621.0,Broker,135,10000.0,10000.0,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,,136,2020-07-16 00:00:00,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,110577600.0,,SmaCross,136,737622.0,Broker,136,10000.0,10000.0,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,,137,2020-07-17 00:00:00,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,92186800.0,,SmaCross,137,737623.0,Broker,137,10000.0,10000.0,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,,138,2020-07-20 00:00:00,96.4175033569336,98.5,96.0625,98.35749816894531,90318000.0,,SmaCross,138,737626.0,Broker,138,10000.0,10000.0,BuySell,138,,,Trades - Net Profit/Loss,138,,
139,,139,2020-07-21 00:00:00,99.17250061035156,99.25,96.74250030517578,97.0,103433200.0,,SmaCross,139,737627.0,Broker,139,10000.0,10000.0,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,,140,2020-07-22 00:00:00,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,89001600.0,,SmaCross,140,737628.0,Broker,140,10000.0,10000.0,BuySell,140,,,Trades - Net Profit/Loss,140,,
141,,141,2020-07-23 00:00:00,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,197004400.0,,SmaCross,141,737629.0,Broker,141,10000.0,10000.0,BuySell,141,,,Trades - Net Profit/Loss,141,,
142,,142,2020-07-24 00:00:00,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,185438800.0,,SmaCross,142,737630.0,Broker,142,10000.0,10000.0,BuySell,142,,,Trades - Net Profit/Loss,142,,
143,,143,2020-07-27 00:00:00,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,121214000.0,,SmaCross,143,737633.0,Broker,143,10000.0,10000.0,BuySell,143,,,Trades - Net Profit/Loss,143,,
144,,144,2020-07-28 00:00:00,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,103625600.0,,SmaCross,144,737634.0,Broker,144,10000.0,10000.0,BuySell,144,,,Trades - Net Profit/Loss,144,,
145,,145,2020-07-29 00:00:00,93.75,95.2300033569336,93.7125015258789,95.04000091552734,90329200.0,,SmaCross,145,737635.0,Broker,145,10000.0,10000.0,BuySell,145,,,Trades - Net Profit/Loss,145,,
146,,146,2020-07-30 00:00:00,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,158130000.0,,SmaCross,146,737636.0,Broker,146,10000.0,10000.0,BuySell,146,,,Trades - Net Profit/Loss,146,,
147,,147,2020-07-31 00:00:00,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,374336800.0,,SmaCross,147,737637.0,Broker,147,10000.0,10000.0,BuySell,147,,,Trades - Net Profit/Loss,147,,
148,,148,2020-08-03 00:00:00,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,308151200.0,,SmaCross,148,737640.0,Broker,148,10000.0,10000.0,BuySell,148,,,Trades - Net Profit/Loss,148,,
149,,149,2020-08-04 00:00:00,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,173071600.0,,SmaCross,149,737641.0,Broker,149,10000.0,10000.0,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,,150,2020-08-05 00:00:00,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,121776800.0,,SmaCross,150,737642.0,Broker,150,10000.0,10000.0,BuySell,150,,,Trades - Net Profit/Loss,150,,
151,,151,2020-08-06 00:00:00,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,202428800.0,,SmaCross,151,737643.0,Broker,151,10000.0,10000.0,BuySell,151,,,Trades - Net Profit/Loss,151,,
152,,152,2020-08-07 00:00:00,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,198045600.0,,SmaCross,152,737644.0,Broker,152,10000.0,10000.0,BuySell,152,,,Trades - Net Profit/Loss,152,,
153,,153,2020-08-10 00:00:00,112.5999984741211,113.7750015258789,110.0,112.72750091552734,212403600.0,,SmaCross,153,737647.0,Broker,153,10000.0,10000.0,BuySell,153,,,Trades - Net Profit/Loss,153,,
154,,154,2020-08-11 00:00:00,111.97000122070312,112.48249816894531,109.10749816894531,109.375,187902400.0,,SmaCross,154,737648.0,Broker,154,10000.0,10000.0,BuySell,154,,,Trades - Net Profit/Loss,154,,
155,,155,2020-08-12 00:00:00,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,165598000.0,,SmaCross,155,737649.0,Broker,155,10000.0,10000.0,BuySell,155,,,Trades - Net Profit/Loss,155,,
156,,156,2020-08-13 00:00:00,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,210082000.0,,SmaCross,156,737650.0,Broker,156,10000.0,10000.0,BuySell,156,,,Trades - Net Profit/Loss,156,,
157,,157,2020-08-14 00:00:00,114.83000183105469,115.0,113.04499816894531,114.90750122070312,165565200.0,,SmaCross,157,737651.0,Broker,157,10000.0,10000.0,BuySell,157,,,Trades - Net Profit/Loss,157,,
158,,158,2020-08-17 00:00:00,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,119561600.0,,SmaCross,158,737654.0,Broker,158,10000.0,10000.0,BuySell,158,,,Trades - Net Profit/Loss,158,,
159,,159,2020-08-18 00:00:00,114.35250091552734,116.0,114.00749969482422,115.5625,105633600.0,,SmaCross,159,737655.0,Broker,159,10000.0,10000.0,BuySell,159,,,Trades - Net Profit/Loss,159,,
160,,160,2020-08-19 00:00:00,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,145538000.0,,SmaCross,160,737656.0,Broker,160,10000.0,10000.0,BuySell,160,,,Trades - Net Profit/Loss,160,,
161,,161,2020-08-20 00:00:00,115.75,118.39250183105469,115.73249816894531,118.2750015258789,126907200.0,,SmaCross,161,737657.0,Broker,161,10000.0,10000.0,BuySell,161,,,Trades - Net Profit/Loss,161,,
162,,162,2020-08-21 00:00:00,119.26249694824219,124.86750030517578,119.25,124.37000274658203,338054800.0,,SmaCross,162,737658.0,Broker,162,10000.0,10000.0,BuySell,162,,,Trades - Net Profit/Loss,162,,
163,,163,2020-08-24 00:00:00,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,345937600.0,,SmaCross,163,737661.0,Broker,163,10000.0,10000.0,BuySell,163,,,Trades - Net Profit/Loss,163,,
164,,164,2020-08-25 00:00:00,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,211495600.0,,SmaCross,164,737662.0,Broker,164,10000.0,10000.0,BuySell,164,,,Trades - Net Profit/Loss,164,,
165,,165,2020-08-26 00:00:00,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,163022400.0,,SmaCross,165,737663.0,Broker,165,10000.0,10000.0,BuySell,165,,,Trades - Net Profit/Loss,165,,
166,,166,2020-08-27 00:00:00,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,155552400.0,,SmaCross,166,737664.0,Broker,166,10000.0,10000.0,BuySell,166,,,Trades - Net Profit/Loss,166,,
167,,167,2020-08-28 00:00:00,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,187630000.0,,SmaCross,167,737665.0,Broker,167,10000.0,10000.0,BuySell,167,,,Trades - Net Profit/Loss,167,,
168,,168,2020-08-31 00:00:00,127.58000183105469,131.0,126.0,129.0399932861328,225702700.0,,SmaCross,168,737668.0,Broker,168,10000.0,10000.0,BuySell,168,,,Trades - Net Profit/Loss,168,,
169,,169,2020-09-01 00:00:00,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,151948100.0,,SmaCross,169,737669.0,Broker,169,10000.0,10000.0,BuySell,169,,,Trades - Net Profit/Loss,169,,
170,,170,2020-09-02 00:00:00,137.58999633789062,137.97999572753906,127.0,131.39999389648438,200119000.0,,SmaCross,170,737670.0,Broker,170,10000.0,10000.0,BuySell,170,,,Trades - Net Profit/Loss,170,,
171,,171,2020-09-03 00:00:00,126.91000366210938,128.83999633789062,120.5,120.87999725341797,257599600.0,,SmaCross,171,737671.0,Broker,171,10000.0,10000.0,BuySell,171,,,Trades - Net Profit/Loss,171,,
172,,172,2020-09-04 00:00:00,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,332607200.0,,SmaCross,172,737672.0,Broker,172,10000.0,10000.0,BuySell,172,,,Trades - Net Profit/Loss,172,,
173,,173,2020-09-08 00:00:00,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,231366600.0,,SmaCross,173,737676.0,Broker,173,10000.0,10000.0,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,,174,2020-09-09 00:00:00,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,176940500.0,,SmaCross,174,737677.0,Broker,174,10000.0,10000.0,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,,175,2020-09-10 00:00:00,120.36000061035156,120.5,112.5,113.48999786376953,182274400.0,,SmaCross,175,737678.0,Broker,175,10000.0,10000.0,BuySell,175,,,Trades - Net Profit/Loss,175,,
176,,176,2020-09-11 00:00:00,114.56999969482422,115.2300033569336,110.0,112.0,180860300.0,,SmaCross,176,737679.0,Broker,176,10000.0,10000.0,BuySell,176,,,Trades - Net Profit/Loss,176,,
177,,177,2020-09-14 00:00:00,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,140150100.0,,SmaCross,177,737682.0,Broker,177,10000.0,10000.0,BuySell,177,,,Trades - Net Profit/Loss,177,,
178,,178,2020-09-15 00:00:00,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,184642000.0,,SmaCross,178,737683.0,Broker,178,10000.0,10000.0,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,,179,2020-09-16 00:00:00,115.2300033569336,116.0,112.04000091552734,112.12999725341797,154679000.0,,SmaCross,179,737684.0,Broker,179,10000.0,10000.0,BuySell,179,,,Trades - Net Profit/Loss,179,,
180,,180,2020-09-17 00:00:00,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,178011000.0,,SmaCross,180,737685.0,Broker,180,10000.0,10000.0,BuySell,180,,,Trades - Net Profit/Loss,180,,
181,,181,2020-09-18 00:00:00,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,287104900.0,,SmaCross,181,737686.0,Broker,181,10000.0,10000.0,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,,182,2020-09-21 00:00:00,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,195713800.0,,SmaCross,182,737689.0,Broker,182,10000.0,10000.0,BuySell,182,,,Trades - Net Profit/Loss,182,,
183,,183,2020-09-22 00:00:00,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,183055400.0,,SmaCross,183,737690.0,Broker,183,10000.0,10000.0,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,,184,2020-09-23 00:00:00,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,150718700.0,,SmaCross,184,737691.0,Broker,184,10000.0,10000.0,BuySell,184,,,Trades - Net Profit/Loss,184,,
185,,185,2020-09-24 00:00:00,105.16999816894531,110.25,105.0,108.22000122070312,167743300.0,,SmaCross,185,737692.0,Broker,185,10000.0,10000.0,BuySell,185,,,Trades - Net Profit/Loss,185,,
186,,186,2020-09-25 00:00:00,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,149981400.0,,SmaCross,186,737693.0,Broker,186,10000.0,10000.0,BuySell,186,,,Trades - Net Profit/Loss,186,,
187,,187,2020-09-28 00:00:00,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,137672400.0,,SmaCross,187,737696.0,Broker,187,10000.0,10000.0,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,,188,2020-09-29 00:00:00,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,99382200.0,,SmaCross,188,737697.0,Broker,188,10000.0,10000.0,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,,189,2020-09-30 00:00:00,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,142675200.0,,SmaCross,189,737698.0,Broker,189,10000.0,10000.0,BuySell,189,,,Trades - Net Profit/Loss,189,,
190,,190,2020-10-01 00:00:00,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,116120400.0,,SmaCross,190,737699.0,Broker,190,10000.0,10000.0,BuySell,190,,,Trades - Net Profit/Loss,190,,
191,,191,2020-10-02 00:00:00,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,144712000.0,,SmaCross,191,737700.0,Broker,191,10000.0,10000.0,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,,192,2020-10-05 00:00:00,113.91000366210938,116.6500015258789,113.55000305175781,116.5,106243800.0,,SmaCross,192,737703.0,Broker,192,10000.0,10000.0,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,,193,2020-10-06 00:00:00,115.69999694824219,116.12000274658203,112.25,113.16000366210938,161498200.0,,SmaCross,193,737704.0,Broker,193,10000.0,10000.0,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,,194,2020-10-07 00:00:00,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,96849000.0,,SmaCross,194,737705.0,Broker,194,10000.0,10000.0,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,,195,2020-10-08 00:00:00,116.25,116.4000015258789,114.58999633789062,114.97000122070312,83477200.0,,SmaCross,195,737706.0,Broker,195,10000.0,10000.0,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,,196,2020-10-09 00:00:00,115.27999877929688,117.0,114.91999816894531,116.97000122070312,100506900.0,,SmaCross,196,737707.0,Broker,196,10000.0,10000.0,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,,197,2020-10-12 00:00:00,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,240226800.0,,SmaCross,197,737710.0,Broker,197,10000.0,10000.0,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,,198,2020-10-13 00:00:00,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,262330500.0,,SmaCross,198,737711.0,Broker,198,10000.0,10000.0,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,,199,2020-10-14 00:00:00,121.0,123.02999877929688,119.62000274658203,121.19000244140625,150712000.0,,SmaCross,199,737712.0,Broker,199,10000.0,10000.0,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,,200,2020-10-15 00:00:00,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,112559200.0,,SmaCross,200,737713.0,Broker,200,10000.0,10000.0,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,,201,2020-10-16 00:00:00,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,115393800.0,,SmaCross,201,737714.0,Broker,201,10000.0,10000.0,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,,202,2020-10-19 00:00:00,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,120639300.0,,SmaCross,202,737717.0,Broker,202,10000.0,10000.0,BuySell,202,,,Trades - Net Profit/Loss,202,,
203,,203,2020-10-20 00:00:00,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,124423700.0,,SmaCross,203,737718.0,Broker,203,10000.0,10000.0,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,,204,2020-10-21 00:00:00,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,89946000.0,,SmaCross,204,737719.0,Broker,204,10000.0,10000.0,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,,205,2020-10-22 00:00:00,117.44999694824219,118.04000091552734,114.58999633789062,115.75,101988000.0,,SmaCross,205,737720.0,Broker,205,10000.0,10000.0,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,,206,2020-10-23 00:00:00,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,82572600.0,,SmaCross,206,737721.0,Broker,206,10000.0,10000.0,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,,207,2020-10-26 00:00:00,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,111850700.0,,SmaCross,207,737724.0,Broker,207,10000.0,10000.0,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,,208,2020-10-27 00:00:00,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,92276800.0,,SmaCross,208,737725.0,Broker,208,10000.0,10000.0,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,,209,2020-10-28 00:00:00,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,143937800.0,,SmaCross,209,737726.0,Broker,209,10000.0,10000.0,BuySell,209,,,Trades - Net Profit/Loss,209,,
210,,210,2020-10-29 00:00:00,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,146129200.0,,SmaCross,210,737727.0,Broker,210,10000.0,10000.0,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,,211,2020-10-30 00:00:00,111.05999755859375,111.98999786376953,107.72000122070312,108.86000061035156,190272600.0,,SmaCross,211,737728.0,Broker,211,10000.0,10000.0,BuySell,211,,,Trades - Net Profit/Loss,211,,
212,,212,2020-11-02 00:00:00,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,122866900.0,,SmaCross,212,737731.0,Broker,212,10000.0,10000.0,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,,213,2020-11-03 00:00:00,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,107624400.0,,SmaCross,213,737732.0,Broker,213,10000.0,10000.0,BuySell,213,,,Trades - Net Profit/Loss,213,,
214,,214,2020-11-04 00:00:00,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,138235500.0,,SmaCross,214,737733.0,Broker,214,10000.0,10000.0,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,,215,2020-11-05 00:00:00,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,126387100.0,,SmaCross,215,737734.0,Broker,215,10000.0,10000.0,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,,216,2020-11-06 00:00:00,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,114457900.0,,SmaCross,216,737735.0,Broker,216,10000.0,10000.0,BuySell,216,,,Trades - Net Profit/Loss,216,,
217,,217,2020-11-09 00:00:00,120.5,121.98999786376953,116.05000305175781,116.31999969482422,154515300.0,,SmaCross,217,737738.0,Broker,217,10000.0,10000.0,BuySell,217,,,Trades - Net Profit/Loss,217,,
218,,218,2020-11-10 00:00:00,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,138023400.0,,SmaCross,218,737739.0,Broker,218,10000.0,10000.0,BuySell,218,,,Trades - Net Profit/Loss,218,,
219,,219,2020-11-11 00:00:00,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,112295000.0,,SmaCross,219,737740.0,Broker,219,10000.0,10000.0,BuySell,219,,,Trades - Net Profit/Loss,219,,
220,,220,2020-11-12 00:00:00,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,103162300.0,,SmaCross,220,737741.0,Broker,220,10000.0,10000.0,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,,221,2020-11-13 00:00:00,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,81581900.0,,SmaCross,221,737742.0,Broker,221,10000.0,10000.0,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,,222,2020-11-16 00:00:00,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,91183000.0,,SmaCross,222,737745.0,Broker,222,10000.0,10000.0,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,,223,2020-11-17 00:00:00,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,74271000.0,,SmaCross,223,737746.0,Broker,223,10000.0,10000.0,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,,224,2020-11-18 00:00:00,118.61000061035156,119.81999969482422,118.0,118.02999877929688,76322100.0,,SmaCross,224,737747.0,Broker,224,10000.0,10000.0,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,,225,2020-11-19 00:00:00,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,74113000.0,,SmaCross,225,737748.0,Broker,225,10000.0,10000.0,BuySell,225,,,Trades - Net Profit/Loss,225,,
226,,226,2020-11-20 00:00:00,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,73604300.0,,SmaCross,226,737749.0,Broker,226,10000.0,10000.0,BuySell,226,,,Trades - Net Profit/Loss,226,,
227,,227,2020-11-23 00:00:00,117.18000030517578,117.62000274658203,113.75,113.8499984741211,127959300.0,,SmaCross,227,737752.0,Broker,227,10000.0,10000.0,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,,228,2020-11-24 00:00:00,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,113874200.0,,SmaCross,228,737753.0,Broker,228,10000.0,10000.0,BuySell,228,,,Trades - Net Profit/Loss,228,,
229,,229,2020-11-25 00:00:00,115.55000305175781,116.75,115.16999816894531,116.02999877929688,76499200.0,,SmaCross,229,737754.0,Broker,229,10000.0,10000.0,BuySell,229,,,Trades - Net Profit/Loss,229,,
230,,230,2020-11-27 00:00:00,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,46691300.0,,SmaCross,230,737756.0,Broker,230,10000.0,10000.0,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,,231,2020-11-30 00:00:00,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,169410200.0,,SmaCross,231,737759.0,Broker,231,10000.0,10000.0,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,,232,2020-12-01 00:00:00,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,127728200.0,,SmaCross,232,737760.0,Broker,232,10000.0,10000.0,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,,233,2020-12-02 00:00:00,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,89004200.0,,SmaCross,233,737761.0,Broker,233,10000.0,10000.0,BuySell,233,,,Trades - Net Profit/Loss,233,,
234,,234,2020-12-03 00:00:00,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,78967600.0,,SmaCross,234,737762.0,Broker,234,10000.0,10000.0,BuySell,234,,,Trades - Net Profit/Loss,234,,
235,,235,2020-12-04 00:00:00,122.5999984741211,122.86000061035156,121.5199966430664,122.25,78260400.0,,SmaCross,235,737763.0,Broker,235,10000.0,10000.0,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,,236,2020-12-07 00:00:00,122.30999755859375,124.56999969482422,122.25,123.75,86712000.0,,SmaCross,236,737766.0,Broker,236,10000.0,10000.0,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,,237,2020-12-08 00:00:00,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,82225500.0,,SmaCross,237,737767.0,Broker,237,10000.0,10000.0,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,,238,2020-12-09 00:00:00,124.52999877929688,125.94999694824219,121.0,121.77999877929688,115089200.0,,SmaCross,238,737768.0,Broker,238,10000.0,10000.0,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,,239,2020-12-10 00:00:00,120.5,123.87000274658203,120.1500015258789,123.23999786376953,81312200.0,,SmaCross,239,737769.0,Broker,239,10000.0,10000.0,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,,240,2020-12-11 00:00:00,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,86939800.0,,SmaCross,240,737770.0,Broker,240,10000.0,10000.0,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,,241,2020-12-14 00:00:00,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,79184500.0,,SmaCross,241,737773.0,Broker,241,10000.0,10000.0,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,,242,2020-12-15 00:00:00,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,157243700.0,,SmaCross,242,737774.0,Broker,242,10000.0,10000.0,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,,243,2020-12-16 00:00:00,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,98208600.0,,SmaCross,243,737775.0,Broker,243,10000.0,10000.0,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,,244,2020-12-17 00:00:00,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,94359800.0,,SmaCross,244,737776.0,Broker,244,10000.0,10000.0,BuySell,244,,,Trades - Net Profit/Loss,244,,
245,,245,2020-12-18 00:00:00,128.9600067138672,129.10000610351562,126.12000274658203,126.66000366210938,192541500.0,,SmaCross,245,737777.0,Broker,245,10000.0,10000.0,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,,246,2020-12-21 00:00:00,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,121251600.0,,SmaCross,246,737780.0,Broker,246,10000.0,10000.0,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,,247,2020-12-22 00:00:00,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,168904800.0,,SmaCross,247,737781.0,Broker,247,10000.0,10000.0,BuySell,247,,,Trades - Net Profit/Loss,247,,
